google_index,page_rank,web_traffic,nb_hyperlinks,length_url,status
1,10,1,30,99,1
0,10,2,53,42,0
0,0,0,23,47,1
0,7,1001,129,86,0
0,0,0,7,30,0
1,2,4639,31,40,1
1,10,35,62,36,1
0,0,0,6,77,1
0,2,0,93,106,0
0,5,112056,466,154,0
0,6,301,106,56,0
1,2,0,9,47,1
0,4,468198,284,28,0
0,1,0,42,32,1
1,0,3690514,12,26,1
1,7,1285481,8,20,1
0,5,37803,0,78,0
1,2,1561104,6,32,1
0,4,907586,206,22,0
1,2,0,23,41,1
1,5,6843,211,61,0
1,5,654,29,71,0
1,5,0,14,35,1
0,4,29611,230,36,0
0,5,52273,154,84,0
1,5,75006,0,56,0
0,4,431555,147,32,0
1,0,1961063,37,126,1
1,0,0,2,152,1
0,7,12,3148,50,0
0,4,12155,23,50,0
0,10,8,55,40,0
1,4,0,7,142,1
1,8,23,270,63,0
1,1,998801,8,51,1
0,4,0,0,33,0
1,1,77586,7,34,1
0,3,288962,82,34,0
1,5,7421,91,72,1
0,4,1036970,88,30,0
0,4,246860,180,18,0
0,0,0,0,35,1
1,0,0,4,66,1
0,2,0,56,32,0
1,0,0,0,43,1
0,10,8,53,45,0
1,5,10294744,14,36,1
1,0,0,45,19,1
1,9,3523,113,21,1
0,4,2209139,39,34,0
1,0,0,0,61,1
0,4,5849,55,28,0
1,1,0,34,20,1
1,7,285,17,56,0
1,1,78870,47,34,1
1,1,0,136,85,1
1,4,413788,1,44,0
0,6,2635,66,60,0
0,5,974,208,37,0
1,4,0,26,131,1
1,2,0,17,68,1
0,2,168708,87,21,0
0,8,0,16,36,0
1,0,0,0,63,1
0,5,160130,20,23,0
0,4,167663,109,68,0
0,5,108560,165,78,0
0,5,2870,94,66,0
0,4,1107250,83,29,0
1,0,0,5,66,1
0,7,283,63,157,0
0,1,116833,22,23,0
1,3,309153,6,44,1
0,6,12364,169,59,0
0,4,1026621,0,66,0
0,5,22056,67,55,0
0,3,758604,8,31,0
1,2,1609117,103,29,1
1,5,0,21,43,1
0,3,122153,19,50,0
0,3,5552417,12,36,0
1,6,673,124,34,0
1,0,0,9,261,1
0,0,0,39,34,1
1,1,0,29,27,1
0,6,337,191,37,0
1,6,14268,200,73,0
1,0,0,587,41,1
1,0,0,32,86,1
0,3,1435312,346,21,0
0,2,1257570,29,33,0
1,0,0,28,122,1
1,5,0,22,53,1
0,2,1905203,28,28,0
1,6,22211,8,36,1
1,0,0,13,41,1
1,3,18105,1,39,1
0,10,1,1,213,1
0,2,0,106,34,0
1,1,743224,35,36,1
1,2,0,36,129,1
1,5,0,83,59,1
1,0,0,27,23,1
0,0,0,24,33,1
0,2,0,0,24,0
0,4,2788969,309,26,0
0,3,2294,732,44,0
1,4,541454,51,50,1
0,5,174498,150,123,0
0,4,745423,265,21,0
0,2,0,596,23,1
0,5,24283,106,55,0
0,4,3426017,13,25,1
1,5,0,21,46,1
1,5,136698,76,24,1
1,2,4830221,132,102,1
1,1,0,23,32,1
1,0,0,10,38,1
1,0,5707171,51,127,1
1,0,0,32,60,1
1,4,5754,28,29,1
1,2,0,0,73,1
1,1,8386524,103,56,1
1,6,1035,25,55,0
0,4,0,71,23,0
0,5,84671,320,47,0
0,5,10660,107,74,0
1,2,0,95,50,1
0,0,0,32,104,1
1,0,5697976,51,117,1
1,0,0,42,147,1
0,0,0,18,34,0
0,2,7910366,242,32,0
1,5,10626,106,80,0
0,5,47133,219,27,0
1,0,0,1,25,1
1,5,0,14,30,1
0,3,295329,95,38,0
1,6,960,242,30,0
1,5,4068,0,61,0
0,2,361673,185,32,0
0,5,589615,0,68,0
1,1,0,4,60,1
1,0,0,15,79,1
1,0,5816617,4,132,1
1,2,0,4,85,1
0,2,1083895,305,49,0
0,0,0,32,37,1
0,2,2398123,108,25,0
1,0,0,115,21,1
1,5,0,14,32,1
0,6,134,152,32,0
1,4,0,26,115,1
1,0,5697976,51,68,1
1,3,2320,68,54,0
1,0,0,19,51,1
0,6,4813,207,94,0
0,6,688,370,42,0
1,8,0,0,38,1
1,5,0,14,29,1
1,4,774723,61,53,0
0,5,435362,40,68,0
0,7,124,278,82,0
1,0,0,132,72,1
0,8,0,14,26,0
1,2,0,185,72,1
0,4,907,58,24,0
1,0,0,4,41,1
1,10,1,10,82,1
1,10,1,10,65,1
1,6,19778,13,29,1
1,2,1577923,10,40,0
0,4,0,13,60,0
0,6,2450,83,45,0
0,3,29440,247,27,0
1,5,0,14,38,1
1,0,0,0,439,1
0,5,628638,6,47,0
1,0,0,4,40,1
1,2,0,0,72,0
0,0,0,0,36,1
0,5,47038,137,32,0
1,3,0,19,40,1
1,2,0,30,77,1
1,4,0,17,52,0
0,8,180,17,109,0
1,3,93245,0,109,1
1,0,0,90,361,1
1,0,5707171,51,118,1
1,3,10313348,0,55,1
1,2,1222496,103,43,1
0,4,58597,52,27,0
1,4,105946,11,123,1
1,4,181216,91,58,0
0,5,0,306,44,0
0,3,2369609,379,24,0
0,5,33059,84,57,0
1,2,0,0,359,1
0,0,0,9,23,1
0,6,79428,17,25,0
1,10,1,25,113,1
0,5,324756,173,25,0
0,4,576752,105,25,0
1,2,0,22,33,1
0,5,293,628,57,0
1,2,0,8,69,1
0,4,311717,21,34,0
0,5,15733,7,73,0
0,4,158136,122,23,0
1,4,0,7,135,1
1,2,0,0,35,1
1,2,4189860,12,93,1
0,8,41,305,73,0
1,0,0,73,77,1
0,4,408089,4,45,1
0,6,239038,202,31,0
0,8,23,64,75,0
0,5,10753,99,64,0
1,0,0,8,31,0
0,5,15117,242,45,0
1,0,0,480,47,1
0,5,22839,189,61,0
0,5,6496,31,23,0
0,3,2839278,14,26,0
1,1,3940522,8,78,1
0,5,211607,147,39,0
1,5,9974,0,46,1
0,5,210636,83,22,0
1,0,0,1,87,1
0,6,2717,66,64,0
0,5,2192,140,57,0
0,1,0,13,63,1
1,4,7504096,14,190,1
1,0,493686,151,32,1
0,4,318509,95,25,0
1,4,0,5,263,1
0,6,1008,78,80,0
0,3,0,32,30,0
0,2,0,186,28,0
1,1,943419,12,21,1
1,5,134401,0,24,1
1,0,0,37,26,1
1,1,0,40,46,1
1,2,0,0,63,1
0,3,2209849,25,22,0
0,7,1300,95,84,0
0,5,6256,17,70,0
1,5,0,14,31,1
1,5,0,83,45,1
1,0,0,7,119,1
1,0,0,0,58,1
1,0,5697976,51,121,1
0,5,6042,200,53,0
1,9,3523,14,21,1
0,4,328255,58,21,0
1,2,0,32,186,1
0,4,1323816,44,51,0
1,0,0,27,20,1
0,5,442024,44,22,0
1,2,490968,103,41,1
1,0,5707171,51,124,1
1,2,0,51,30,0
0,6,688,181,60,0
1,0,5707171,51,124,1
1,0,0,88,75,1
0,3,1145762,173,19,0
1,3,0,6,123,1
1,0,0,0,65,1
0,5,0,21,38,0
0,2,834691,186,24,0
0,6,6950,163,73,0
0,1,0,52,16,0
0,7,628,136,44,0
0,5,2188,91,57,0
0,5,976135,115,37,0
1,4,1453088,0,51,1
1,1,5697557,4,103,1
1,0,0,0,28,1
1,0,0,4,59,1
0,2,2739155,44,33,1
0,4,659809,7,28,0
1,8,23,35,64,0
0,5,8797,252,88,0
1,0,0,88,107,1
0,5,4277015,116,79,0
1,2,0,0,35,1
1,6,771,501,44,0
0,5,77644,41,57,0
0,1,0,62,35,0
1,0,0,0,30,1
0,4,2773089,33,32,0
0,3,8721545,23,48,1
1,0,0,11,36,1
0,2,0,37,66,0
1,3,0,6,114,1
0,2,211021,72,24,0
1,0,8509505,13,72,1
1,2,0,156,39,1
1,0,0,0,55,1
0,6,1312,100,28,0
1,0,0,4,79,1
0,7,12,831,34,0
1,0,0,0,27,1
0,6,183,198,51,0
0,7,286,17,63,0
1,0,0,0,35,1
0,5,50580,92,27,0
0,2,0,1,31,0
0,5,5498369,61,36,0
0,3,408392,373,21,0
1,0,0,44,34,1
0,5,511701,213,24,0
1,5,0,14,32,1
1,5,0,21,62,1
1,0,0,10,43,1
1,3,17964,1,78,1
0,4,2349295,14,46,0
1,0,5816617,4,118,1
0,2,2894528,283,30,0
1,0,5707171,51,128,1
0,4,0,28,21,0
1,0,0,12,58,1
1,5,15984,9,40,1
1,0,5707171,51,126,1
0,3,8732354,102,20,0
1,0,0,4,63,1
1,2,0,13,92,1
0,2,8061018,25,29,0
1,3,2250,66,63,0
1,5,291,166,54,0
0,5,2190,85,61,0
1,3,0,7,66,1
1,0,0,64,33,1
0,5,9273,27,90,0
1,2,0,22,114,1
1,10,1,1,70,1
0,7,1009,133,41,0
1,3,297716,42,33,0
0,5,1886126,0,77,0
1,1,0,0,79,1
1,0,0,59,96,1
0,3,152882,121,49,0
0,3,0,0,106,0
1,0,0,83,73,1
1,5,0,83,53,1
0,5,613996,29,30,0
1,5,0,0,28,1
1,0,0,12,50,1
1,3,104444,0,41,1
0,5,157596,754,27,0
0,3,0,19,25,0
1,0,0,20,86,1
0,3,4053232,78,48,1
0,5,0,67,34,0
0,3,1177815,308,26,0
0,5,31757,549,32,0
1,4,0,7,123,1
1,3,0,5,59,0
0,4,386861,121,26,0
1,0,6577026,292,27,1
0,3,96708,203,18,0
0,5,495795,135,63,0
0,4,1059659,64,109,0
0,2,0,0,51,1
0,7,1006,150,102,0
1,5,218205,114,52,0
1,2,0,50,69,1
1,0,0,6,218,1
0,10,8,146,34,0
1,5,899,116,39,1
0,4,405645,61,26,0
1,5,0,14,32,1
0,6,9378,475,32,0
0,1,0,130,28,0
1,1,0,1,158,1
1,1,0,0,58,1
0,5,86615,31,57,0
1,0,0,0,243,1
1,2,0,30,77,1
1,0,5697976,51,130,1
1,0,0,27,23,1
1,2,0,0,43,1
1,0,5697976,51,119,1
0,10,2,52,43,0
0,2,7158525,19,30,0
1,0,0,428,41,1
0,5,31916,334,24,0
1,0,0,6,41,1
0,5,0,44,35,0
1,3,279260,0,40,1
1,3,4657,4,43,1
0,6,12364,171,48,0
1,0,5697976,51,117,1
1,2,0,0,41,1
1,0,0,1,31,1
0,7,12,741,51,0
1,8,0,0,32,1
1,4,32633,321,54,0
0,3,728979,50,27,0
1,8,114,5,73,0
0,5,28560,95,28,0
0,2,143848,18,33,0
1,6,6879,43,49,0
0,2,1172123,2,37,1
0,4,0,75,28,0
1,4,187079,18,68,1
1,2,0,13,91,1
1,2,0,0,38,1
1,0,0,0,80,1
1,0,5707171,51,125,1
0,5,1382862,183,43,0
1,0,0,23,50,1
0,3,10466422,164,23,0
1,0,0,0,49,1
0,7,15325,229,35,0
0,7,12,378,52,0
1,2,0,22,60,1
1,4,7521365,14,55,1
1,0,5697976,51,125,1
1,0,0,123,111,1
0,4,23006,226,111,0
1,1,9678243,0,87,1
0,5,8362,135,27,0
1,0,0,0,25,1
1,3,0,0,54,1
0,7,0,62,29,0
1,2,0,22,98,1
0,2,713698,64,27,0
1,0,0,0,86,1
0,6,337,203,37,0
1,0,0,0,57,1
1,2,0,29,86,1
1,3,0,185,50,1
1,3,2272,65,43,0
0,2,1029187,56,24,0
1,4,0,116,72,0
0,1,784246,12,33,0
1,0,0,3,75,1
1,2,0,0,33,1
1,6,22211,8,40,1
1,0,0,0,30,1
1,1,7375648,0,81,1
0,7,12,125,56,0
1,2,0,10,73,1
1,7,48,189,47,0
0,3,704437,0,84,0
1,0,0,0,85,1
0,4,670999,380,42,1
0,5,2188,90,100,0
0,8,213,222,94,0
1,0,0,0,59,1
1,1,0,13,27,0
0,6,9583,36,27,0
1,0,0,4,65,1
0,2,2087703,14,33,0
0,2,167733,80,24,0
0,1,3520923,43,29,0
0,0,0,32,24,0
1,0,0,123,103,1
0,10,8,129,39,0
1,1,9488655,4,91,0
0,7,12,593,43,0
0,7,3617,32,30,0
0,5,1457,201,45,0
1,0,0,0,22,1
1,5,0,14,32,1
1,5,0,6,38,0
1,4,332188,225,59,0
1,2,0,0,62,1
0,7,2790,85,61,0
1,3,0,0,37,1
0,2,287489,1326,62,0
0,6,1394,107,31,0
0,4,629814,206,23,0
1,0,0,26,55,1
0,3,543661,184,22,0
0,6,606,281,50,0
1,1,507771,133,29,1
0,0,2847770,14,31,1
0,4,15992,0,64,0
0,7,12,1133,41,0
1,0,0,184,46,1
1,2,0,0,65,1
0,5,67890,261,61,0
1,1,0,0,78,1
1,5,0,22,58,1
0,2,0,70,39,0
0,4,330836,172,21,0
1,0,0,0,37,1
1,3,0,0,36,1
0,7,1338,168,53,0
0,4,461672,33,32,0
1,3,4365,0,52,1
1,5,0,22,35,1
1,0,0,0,164,1
1,0,0,18,48,1
0,5,0,99,99,0
0,4,41424,335,83,0
1,2,2301844,18,54,1
0,4,77435,22,32,1
0,1,3474559,49,32,0
1,0,5828815,4,121,1
1,4,8902890,130,54,1
1,0,9050107,78,51,1
1,4,306936,35,43,1
1,0,0,0,32,1
1,1,77586,7,35,1
1,5,0,21,55,1
1,5,6923,212,53,0
0,7,12,686,57,0
0,4,969082,110,32,0
1,3,0,6,96,1
1,0,0,17,486,1
1,0,0,0,78,1
1,0,5697976,51,127,1
1,3,493547,44,89,0
0,2,0,63,37,0
0,5,2188,78,59,0
0,5,1778,11,71,0
0,5,148445,709,54,0
0,5,4424,0,59,0
0,5,86615,37,51,0
1,0,0,45,76,1
0,8,50,158,61,0
0,4,1115708,30,29,0
0,5,2187,113,71,0
1,4,167115,73,45,1
0,6,3790,149,104,0
1,8,70,1067,38,0
1,0,0,237,51,1
0,8,216,340,85,0
0,2,0,222,34,0
1,2,0,7,52,1
0,6,2040,72,76,0
1,5,326461,111,35,0
1,0,0,0,41,1
0,3,1077782,189,31,0
0,6,11068,147,110,0
1,8,115,5,75,0
0,5,875896,204,33,0
1,0,0,40,69,1
1,6,20989,8,29,1
0,5,0,84,32,0
0,5,4248,102,42,0
0,8,0,22,46,0
1,5,1547,37,52,0
1,3,0,11,40,1
1,0,837228,421,60,1
1,7,1083622,0,20,1
1,0,0,0,40,1
1,0,0,22,44,1
0,2,0,10,27,0
1,0,8774851,13,44,1
0,5,603548,115,42,0
1,4,2390594,11,49,1
1,0,0,0,39,1
1,0,0,45,19,1
1,1,0,23,64,1
0,6,5126,254,52,0
1,0,0,10,42,1
0,5,1237904,64,22,0
0,5,12866,137,52,0
0,7,1300,207,59,0
0,0,0,7,51,1
0,4,1264128,177,61,0
0,2,0,0,51,1
1,2,4956499,7,49,0
1,0,0,0,102,1
1,6,20989,8,41,1
1,5,5347,128,103,0
1,0,0,10,93,1
1,1,1782754,33,26,0
1,0,0,4,59,1
1,1,0,47,36,1
0,7,12,560,51,0
1,2,0,83,47,1
1,0,0,146,62,1
0,3,73540,809,28,0
0,5,106451,299,48,0
0,5,2192,113,63,0
0,10,8,53,36,0
0,8,136,190,77,0
1,0,0,0,51,1
0,3,244512,104,17,0
1,2,0,30,77,1
0,4,3621446,39,84,0
0,2,707722,24,33,0
0,5,13186,101,122,0
1,1,6104856,13,60,1
1,0,1416696,103,38,1
0,2,512629,84,26,0
1,0,0,0,34,1
1,2,0,24,43,1
0,10,1,0,203,1
0,3,378774,12,30,0
0,4,321794,16,69,0
0,5,14227,175,44,0
0,3,0,88,64,0
0,3,763318,45,32,0
1,0,0,15,32,1
0,2,1196152,31,68,1
1,0,0,13,49,1
1,0,0,103,25,1
1,3,0,23,552,1
1,6,20989,8,29,1
0,4,1758310,45,29,0
0,7,6019,66,82,0
0,7,12,737,41,0
1,0,0,1,91,1
0,1,2819002,139,23,0
1,2,8858690,19,28,0
0,3,1096263,0,26,0
0,0,2851324,14,32,1
1,7,33,38,49,0
1,6,22211,8,37,1
0,2,6974,0,129,1
1,4,0,0,54,0
1,0,0,0,49,1
0,2,2320287,134,27,0
0,3,600126,9,20,0
0,4,665238,38,15,0
0,4,531106,167,30,0
1,5,14674,21,113,0
1,0,0,4,21,1
0,5,3535732,107,23,0
0,4,4046162,26,23,0
0,5,240533,76,83,0
1,5,0,14,30,1
0,7,12,853,46,0
1,0,0,0,40,1
0,5,3629,244,48,0
0,5,22046,1,75,0
0,3,471755,81,31,0
1,5,0,0,78,1
1,0,0,4,50,1
1,0,5008870,73,80,1
0,4,9627807,118,32,0
0,3,1099626,406,33,0
1,4,460221,13,43,0
0,4,538542,126,37,0
0,4,244386,12,31,0
0,4,207870,130,24,0
0,1,0,266,25,0
1,0,126941,0,126,1
0,3,0,28,26,1
0,7,3706,137,68,0
1,6,35701,1,19,1
1,4,461551,168,35,0
0,0,0,19,23,0
1,6,22211,8,37,1
0,6,22211,8,39,1
1,8,73,416,28,0
1,5,13076,0,56,0
0,3,0,130,28,0
1,6,3866,4,74,1
1,0,0,1,66,1
0,6,689,218,40,0
1,0,0,38,71,1
1,8,115,5,77,0
1,5,0,14,30,1
0,3,0,2,24,0
1,0,0,23,57,1
1,0,136428,21,38,1
1,4,1883895,0,84,0
1,2,0,3,243,1
1,3,2336,67,43,0
0,4,9400344,47,31,0
1,2,7115751,0,49,1
1,0,0,4,42,1
1,4,50436,0,79,1
0,3,2112856,502,25,0
1,0,5816617,4,123,1
1,6,22211,8,38,1
1,0,0,5,51,1
1,0,0,16,73,1
0,3,226699,225,41,0
1,0,0,27,56,1
0,5,13812,102,53,0
1,0,0,184,19,1
1,0,0,17,106,1
1,0,0,13,34,1
1,0,5707171,51,125,1
1,0,0,5,52,1
1,1,0,0,72,1
0,4,113965,192,34,0
1,3,2025445,118,74,1
1,0,5816617,4,128,1
1,5,0,14,35,1
0,1,3830391,107,58,1
1,0,0,92,99,1
1,0,0,12,68,1
0,3,2586888,35,77,0
1,5,3993,170,77,0
1,0,0,22,105,1
1,0,5816617,4,119,1
0,5,6843,209,47,0
1,0,0,0,40,1
1,2,318914,0,54,1
0,1,3186834,27,25,0
1,0,0,31,178,1
1,2,247225,67,35,1
0,6,56198,35,43,1
1,4,326140,118,59,0
1,1,0,0,59,1
0,0,0,6,17,1
0,8,0,5,40,0
1,5,0,14,30,1
0,4,142338,90,24,0
1,2,0,0,60,0
1,2,0,0,68,1
1,5,10626,108,51,0
1,5,0,21,52,1
1,4,179705,74,33,1
0,7,12,820,52,0
0,5,4114,210,69,0
0,6,684,403,39,0
0,5,16226,289,41,0
0,5,180067,76,34,0
0,7,12,798,68,0
1,4,383748,26,40,1
1,0,0,0,33,1
1,5,11963,565,48,0
1,2,0,22,210,1
1,2,4484551,4,66,1
0,3,6595652,94,61,0
0,7,413,238,58,0
0,5,131196,114,31,0
0,5,14420,184,51,0
1,2,0,22,210,1
1,10,1,10,77,1
0,5,1885,43,45,0
0,5,98,109,117,0
0,2,1283116,71,25,0
1,2,8844492,171,61,1
1,2,0,1,49,1
1,6,5638,78,69,0
1,10,1,10,82,1
1,0,0,75,54,1
1,0,0,4,64,1
0,3,3481179,99,34,0
1,0,0,17,63,1
0,5,98707,61,28,0
0,4,73732,51,61,0
1,0,0,56,35,1
0,3,84997,72,23,0
0,4,0,38,26,0
1,5,3532926,22,65,1
0,4,2617136,19,28,0
1,0,0,12,37,1
1,5,0,14,30,1
1,0,5707171,51,127,1
1,3,8876061,61,21,1
1,5,0,14,33,1
1,0,0,37,34,1
0,2,775330,51,30,0
1,0,0,33,78,1
1,1,1760637,103,30,1
1,2,7010277,0,58,1
0,6,600,252,49,0
1,5,0,14,29,1
0,5,66583,4,64,0
1,2,0,122,61,1
0,2,0,151,22,0
1,0,0,0,27,1
0,3,407033,498,19,0
1,5,0,14,32,1
0,6,1634,55,52,0
0,5,372124,49,69,0
0,7,12,146,41,0
0,5,2330327,313,60,0
0,0,0,40,43,1
0,3,5268681,57,33,0
0,10,2,42,43,0
1,5,138139,9,24,1
0,10,8,122,43,0
1,0,0,4,112,1
0,4,532418,15,26,0
1,2,0,3,49,1
0,7,6315,59,44,0
0,4,289244,141,62,0
1,4,187558,61,84,0
0,4,893829,26,70,0
0,3,10594355,45,17,0
0,3,0,90,35,0
1,5,0,14,40,1
1,7,2634,79,75,0
0,6,689,624,43,0
0,3,428294,140,24,0
1,0,0,15,230,1
1,2,8227812,7,94,1
0,3,2374842,1219,23,0
0,3,3234267,1187,23,0
1,0,0,23,40,1
1,0,0,3,61,1
1,5,0,14,73,1
1,1,0,0,76,1
1,3,18105,1,127,1
0,2,5473793,0,23,0
1,2,485297,24,51,1
0,2,106159,144,53,0
0,1,6734931,19,63,1
0,3,180227,734,57,0
0,4,283306,81,55,0
1,1,0,1,92,1
0,4,0,224,33,0
0,3,0,249,25,0
1,2,0,22,93,1
1,5,0,19,142,1
0,6,13684,27,58,0
1,1,341948,47,39,1
1,2,767936,103,28,1
0,7,12,387,41,0
0,8,72,259,46,0
1,8,23,29,79,0
0,4,415941,161,25,0
1,2,0,10,46,1
1,1,0,0,85,1
1,0,0,15,44,1
0,3,49987,511,32,0
0,5,90283,521,50,0
1,0,0,51,126,1
1,0,0,4,129,1
1,0,6251197,0,49,1
0,2,294088,195,26,0
1,0,0,29,55,1
0,6,13887,44,59,0
0,7,5067,115,65,0
0,3,460823,47,25,0
0,3,968408,94,47,0
0,5,380,114,71,0
0,3,798,72,75,1
1,0,0,13,48,1
1,0,0,37,47,1
0,5,55262,499,47,0
0,6,12978,388,65,0
1,0,0,27,50,1
0,2,435701,3,21,0
1,5,9298906,19,153,1
1,5,0,16,35,1
1,1,0,0,90,1
0,3,2552376,155,21,0
1,0,0,17,49,1
0,7,1499,49,62,0
1,0,0,1,35,1
1,5,0,14,43,1
1,0,8237707,0,41,1
1,0,1379977,147,18,1
1,0,0,10,26,1
1,0,0,0,34,1
1,1,0,10,97,1
1,10,1,10,82,1
0,0,3524124,9,46,1
1,3,17964,1,59,1
1,5,6844,203,53,0
0,6,690,100,45,0
1,5,846519,161,61,0
0,3,2470539,406,23,0
1,7,632751,0,48,1
1,2,1917321,62,48,1
0,0,6322841,36,36,1
1,3,0,28,47,1
1,5,117262,1034,49,0
1,1,0,22,34,1
1,0,0,8,41,1
1,1,0,11,91,1
0,5,14284,286,48,0
0,3,1187803,16,26,0
0,3,2070017,234,22,0
1,6,4114,64,72,0
1,2,0,22,60,1
1,2,0,30,77,1
1,5,0,18,66,1
0,2,3749732,103,22,0
0,4,3213,43,91,0
0,4,286175,7,93,0
1,0,0,30,97,1
1,0,0,0,41,1
0,6,683,204,43,0
0,2,2657084,398,21,0
1,0,0,1,67,1
1,6,10656,24,24,1
1,0,0,24,56,1
0,2,4139578,58,18,0
0,6,684,96,47,0
0,6,683,279,44,0
0,4,14483,314,25,0
0,6,20493,0,58,0
1,4,0,5,267,1
0,3,0,148,32,0
1,2,0,1,85,1
1,0,0,4,30,1
1,8,65,25,61,1
0,7,12,100,46,0
1,0,0,29,66,1
1,5,0,22,81,1
0,6,682,307,40,0
1,2,0,2,69,1
1,2,0,30,77,1
1,0,0,428,32,1
1,3,4716690,27,102,1
0,3,1022937,177,30,0
0,5,34164,28,29,0
1,3,5776915,85,38,1
1,0,0,1,346,1
1,3,599013,0,26,1
1,1,341948,47,43,1
1,0,0,1,19,1
1,5,0,21,47,1
1,2,0,27,110,1
1,0,5707171,51,127,1
1,0,0,0,48,1
1,3,0,185,50,1
0,0,3286659,27,37,0
0,3,909720,30,25,0
0,7,12,659,46,0
1,2,2488533,150,46,1
0,7,12,320,43,0
0,8,0,13,25,0
1,1,1063779,103,39,1
0,3,87260,167,27,0
0,10,644,77,46,0
1,2,0,30,77,1
1,0,0,0,30,1
0,1,3075756,210,28,0
1,0,0,26,58,1
0,6,688,119,40,0
1,5,0,14,28,1
1,0,0,0,48,1
1,1,0,23,31,1
1,1,77586,47,40,1
1,5,0,14,31,1
1,0,5707171,51,76,1
0,4,122264,25,24,0
1,3,62156,81,84,0
0,0,0,15,26,1
0,7,124,288,54,0
0,4,0,15,30,0
0,5,1499,47,58,0
1,1,0,1,25,1
1,0,5697976,51,125,1
0,5,3753,93,47,0
0,6,1625,55,54,0
1,0,0,108,87,1
0,5,109494,122,50,0
0,4,805233,79,34,0
1,8,0,0,35,1
0,5,54756,3,72,0
1,1,296455,1,65,1
1,10,1,29,113,1
0,4,3775557,18,33,0
1,4,0,20,86,1
0,4,14444,60,68,0
1,2,0,34,79,1
0,0,0,144,37,0
0,7,12,526,33,0
1,0,0,3,20,1
0,4,0,70,31,0
0,4,1789478,131,32,0
1,5,5528499,22,73,1
0,3,1961966,292,36,0
0,4,134706,2,49,1
0,3,0,55,27,0
0,4,7339056,54,29,0
1,5,36388,2,45,0
0,6,690,114,44,0
1,0,0,27,45,1
1,4,198408,168,58,0
0,8,945,267,102,0
1,2,0,323,61,0
1,0,0,64,88,1
1,0,0,0,30,1
1,6,386,58,54,1
0,5,211436,72,21,0
1,3,346466,97,90,0
1,1,173942,0,188,1
0,4,39984,74,66,0
0,8,70,461,36,0
1,0,0,1,48,1
1,4,5034121,0,48,1
1,5,0,19,142,1
0,1,0,122,32,0
1,0,0,5,34,1
1,2,0,7,28,1
1,0,0,4,95,1
0,5,14420,509,46,0
1,0,5707171,51,127,1
1,5,0,21,66,1
1,4,0,7,122,1
0,6,57349,164,43,0
0,5,106251,155,18,0
1,5,0,15,35,1
1,3,0,6,124,1
1,6,7974,203,95,0
1,0,0,0,55,1
1,3,1173510,11,26,1
0,6,2521,214,54,0
0,0,0,162,34,1
0,3,0,17,38,0
1,0,0,1,38,1
1,4,3245304,0,47,1
0,8,50,158,61,0
1,3,891715,123,59,1
1,5,0,21,66,1
1,0,0,0,55,1
1,0,0,4,81,1
0,5,32,231,127,0
0,1,0,79,37,0
1,5,0,83,58,1
1,3,17964,1,51,1
0,3,1276401,24,18,0
0,5,595432,92,21,0
1,0,5697976,51,76,1
1,1,341948,47,37,1
1,0,0,13,83,1
0,2,170804,31,17,0
0,7,892,12,204,1
0,2,0,14,27,1
1,4,3100263,0,44,1
1,2,0,0,25,1
0,4,12214,9,68,0
1,5,33,219,116,0
1,0,5707171,51,128,1
0,5,0,23,29,0
0,3,0,61,30,0
0,5,3199234,110,35,0
1,0,0,10,42,1
1,3,202433,151,44,0
0,2,0,54,23,0
0,7,121,152,85,0
1,0,0,81,93,1
0,0,0,8,45,1
0,3,3342642,401,16,0
1,1,0,112,34,0
1,1,272827,0,48,1
1,6,98000,128,45,0
1,4,33254,234,55,0
1,3,18263,1,302,1
1,2,4026793,47,44,1
0,2,268961,96,25,0
1,0,0,237,32,1
1,5,0,83,56,1
0,4,309164,31,37,0
1,0,5707171,51,126,1
0,3,1168950,33,28,0
1,0,0,69,52,1
1,0,0,78,115,1
0,7,2439,80,75,0
1,5,92602,154,49,0
0,6,184,204,45,0
1,2,8137075,57,85,1
1,0,6093988,38,138,1
1,8,2305,5,33,1
1,3,0,584,36,1
1,0,0,45,21,1
1,5,0,21,61,1
1,10,1,7,96,1
1,3,18105,1,167,1
0,5,0,429,76,0
1,2,0,84,57,1
0,0,0,7,19,0
1,0,126941,0,125,1
1,1,1530583,56,66,1
1,3,0,20,52,1
0,2,8007474,51,29,0
0,5,0,24,34,0
0,2,173889,180,38,0
0,3,1564669,176,30,0
0,8,0,131,62,0
0,2,5403,32,26,1
1,0,0,4,938,1
1,6,889,25,83,1
1,3,0,0,39,1
0,5,76725,305,112,0
1,4,16925,49,43,0
1,5,0,22,52,1
1,0,0,10,29,1
1,0,0,4,71,1
0,5,89705,62,60,0
0,5,15306,272,59,0
1,0,0,8,121,1
0,5,138069,5,27,0
1,4,421761,26,41,1
0,0,0,9,38,1
1,0,0,55,129,1
1,2,7668130,0,37,1
0,5,20423,0,79,0
1,5,0,21,58,1
1,7,632751,0,47,1
0,3,22884,127,34,1
0,5,148,8,52,0
0,10,0,45,48,0
1,2,13523,50,55,1
0,5,65678,59,55,0
1,0,0,0,33,1
1,4,202714,43,74,1
0,5,28448,89,41,0
0,3,185802,450,29,0
1,2,0,72,27,1
1,3,0,178,334,1
0,2,1680589,151,37,0
0,5,13244,170,109,0
